IDADE,CAR_STR_ID_CATEGORIA,CAR_STR_ID_TIPO,CAR_DAT_DT_EMISSAO,CAR_DAT_DT_VALIDADE,RENOVACAO
64,B,C,26/01/2022,23/12/2026,1
31,B,C,26/01/2022,17/12/2031,1
43,B,C,26/01/2022,23/12/2031,1
-21,B,C,26/01/2022,04/01/2025,1
-22,B,C,26/01/2022,29/12/2024,1
44,B,C,26/01/2022,17/12/2031,1
27,B,C,26/01/2022,22/12/2031,1
31,B,C,26/01/2022,20/12/2031,1
32,B,C,26/01/2022,21/12/2031,1
39,B,C,26/01/2022,04/08/2031,1
37,B,C,26/01/2022,17/12/2031,1
52,B,C,26/01/2022,05/01/2032,1
51,B,C,26/01/2022,20/12/2031,1
37,B,C,29/01/2022,28/12/2031,1
-14,B,C,26/01/2022,04/01/2025,1
28,B,C,26/01/2022,18/12/2031,1
42,B,C,26/01/2022,23/12/2031,1
52,B,C,26/01/2022,04/01/2032,1
52,B,C,26/01/2022,28/12/2031,1
31,B,C,26/01/2022,20/12/2031,1
36,B,C,26/01/2022,20/12/2031,1
52,B,C,26/01/2022,23/12/2031,1
-20,B,C,26/01/2022,17/12/2024,1
72,D,C,26/01/2022,20/01/2027,1
38,B,C,26/01/2022,17/12/2031,1
-24,B,C,26/01/2022,03/01/2025,1
72,B,C,26/01/2022,02/12/2026,1
45,B,C,26/01/2022,17/12/2031,1
54,B,C,26/01/2022,29/12/2026,1
72,B,C,26/01/2022,17/12/2026,1
31,B,C,26/01/2022,29/12/2031,1
60,B,C,26/01/2022,22/12/2026,1
52,B,C,26/01/2022,05/01/2032,1
-15,B,C,26/01/2022,04/01/2025,1
66,B,C,26/01/2022,21/12/2026,1
60,B,C,26/01/2022,29/12/2026,1
44,B,C,26/01/2022,23/12/2031,1
55,B,C,26/01/2022,21/12/2026,1
62,B,C,29/01/2022,28/12/2026,1
28,B,C,26/01/2022,27/12/2031,1
47,B,C,26/01/2022,22/12/2031,1
72,B,C,26/01/2022,29/12/2026,1
31,B,C,26/01/2022,21/12/2031,1
52,B,C,26/01/2022,21/12/2031,1
64,B,C,26/01/2022,28/12/2026,1
30,D,C,25/01/2022,31/07/2031,1
31,D,C,25/01/2022,26/11/2031,1
69,AB,C,26/01/2022,30/08/2026,1
25,AB,C,26/01/2022,16/11/2031,1
33,AB,C,26/01/2022,17/11/2031,1
37,AB,C,26/01/2022,17/11/2031,1
30,AB,C,26/01/2022,09/03/2026,1
38,B,C,24/01/2022,13/02/2024,1
35,AD,C,25/01/2022,27/10/2031,1
43,AD,C,25/01/2022,29/12/2031,1
40,AB,C,26/01/2022,02/12/2031,1
30,AD,C,25/01/2022,26/11/2031,1
31,AB,C,26/01/2022,21/07/2031,1
51,AB,C,26/01/2022,01/12/2025,1
61,B,C,25/01/2022,10/12/2026,1
46,B,C,26/01/2022,19/11/2031,1
53,B,C,26/01/2022,17/09/2024,1
46,B,C,26/01/2022,11/01/2027,1
43,B,C,26/01/2022,31/12/2031,1
-22,B,C,19/01/2022,11/01/2025,1
34,B,C,19/01/2022,16/10/2025,1
48,B,C,19/01/2022,11/01/2027,1
51,B,C,19/01/2022,11/01/2032,1
-24,B,C,26/01/2022,11/01/2025,1
29,B,C,21/01/2022,03/08/2031,1
23,B,C,28/01/2022,23/07/2025,1
26,B,C,28/01/2022,04/02/2025,1
24,AB,C,28/01/2022,01/06/2025,1
24,B,C,25/01/2022,05/09/2024,1
30,B,C,26/01/2022,30/03/2024,1
39,AB,C,18/01/2022,31/12/2031,1
32,AB,C,17/01/2022,28/12/2031,1
42,B,C,18/01/2022,28/12/2031,1
52,B,C,18/01/2022,07/01/2032,1
36,B,C,17/01/2022,29/12/2031,1
34,B,C,17/01/2022,27/12/2031,1
43,AB,C,17/01/2022,30/12/2031,1
41,AB,C,17/01/2022,30/12/2031,1
50,AB,C,26/01/2022,05/01/2032,1
32,AB,C,18/01/2022,28/12/2031,1
34,AB,C,18/01/2022,30/12/2031,1
40,AB,C,17/01/2022,28/12/2031,1
34,AB,C,18/01/2022,29/12/2031,1
37,B,C,17/01/2022,01/03/2024,1
50,D,C,18/01/2022,05/01/2032,1
34,AB,C,17/01/2022,30/12/2031,1
35,B,C,18/01/2022,27/12/2031,1
50,AB,C,17/01/2022,28/12/2031,1
51,E,C,18/01/2022,08/01/2032,1
47,AD,C,18/01/2022,29/12/2031,1
38,AB,C,17/01/2022,30/12/2031,1
40,B,C,17/01/2022,30/12/2031,1
56,AB,C,18/01/2022,28/02/2025,1
40,AB,C,17/01/2022,29/12/2031,1
62,B,C,18/01/2022,29/12/2026,1
53,B,C,25/01/2022,29/12/2026,1
40,AB,C,17/01/2022,27/12/2031,1
36,AB,C,17/01/2022,21/12/2031,1
31,AB,C,17/01/2022,29/12/2031,1
38,AB,C,17/01/2022,29/12/2031,1
31,AB,C,17/01/2022,27/12/2031,1
33,AB,C,17/01/2022,28/12/2031,1
47,AD,C,17/01/2022,30/12/2031,1
43,AB,C,17/01/2022,29/12/2031,1
55,D,C,17/01/2022,30/12/2026,1
28,AB,C,17/01/2022,16/12/2031,1
28,AB,C,17/01/2022,28/12/2031,1
45,B,C,18/01/2022,24/04/2023,1
50,AD,C,21/01/2022,15/01/2032,1
47,AB,C,17/01/2022,29/12/2031,1
45,AB,C,17/01/2022,27/12/2031,1
39,AB,C,17/01/2022,31/12/2031,1
42,AB,C,17/01/2022,27/12/2031,1
34,B,C,18/01/2022,27/12/2031,1
57,AB,C,17/01/2022,23/12/2026,1
42,AB,C,17/01/2022,28/12/2031,1
28,AB,C,26/01/2022,21/02/2025,1
33,AB,C,20/01/2022,29/12/2031,1
60,AB,C,17/01/2022,30/12/2026,1
32,AB,C,17/01/2022,21/12/2031,1
41,AB,C,17/01/2022,28/12/2031,1
54,B,C,20/01/2022,21/05/2026,1
28,AB,C,17/01/2022,23/12/2031,1
27,AB,C,17/01/2022,27/12/2031,1
40,AB,C,17/01/2022,28/12/2031,1
30,AB,C,17/01/2022,31/12/2031,1
41,AB,C,17/01/2022,28/12/2031,1
34,D,C,17/01/2022,30/12/2031,1
50,B,C,26/01/2022,31/12/2031,1
31,B,C,26/01/2022,30/12/2031,1
51,B,C,21/01/2022,14/01/2032,1
-24,B,C,27/01/2022,04/01/2025,1
59,B,C,27/01/2022,04/10/2026,1
-25,B,C,26/01/2022,04/01/2025,1
56,B,C,26/01/2022,29/12/2026,1
50,B,C,21/01/2022,13/01/2032,1
-16,B,C,21/01/2022,13/01/2025,1
-22,B,C,21/01/2022,13/01/2025,1
72,B,C,27/01/2022,06/01/2027,1
38,B,C,06/01/2022,21/12/2031,1
29,D,C,25/01/2022,27/12/2031,1
45,AD,C,25/01/2022,09/11/2031,1
52,B,C,17/01/2022,03/01/2032,1
-23,B,C,25/01/2022,05/01/2025,1
55,B,C,25/01/2022,30/12/2026,1
-25,B,C,26/01/2022,06/01/2025,1
50,B,C,31/01/2022,07/12/2031,1
50,D,C,17/12/2021,09/12/2031,1
38,AB,C,26/01/2022,15/12/2031,1
27,AB,C,31/01/2022,10/12/2031,1
59,B,C,31/01/2022,07/12/2026,1
51,D,C,17/12/2021,08/12/2031,1
68,B,C,31/01/2022,02/12/2026,1
-24,B,C,18/12/2021,06/12/2024,1
50,B,C,18/12/2021,07/12/2031,1
-21,B,C,18/12/2021,01/12/2024,1
-19,B,C,31/01/2022,06/12/2024,1
54,B,C,31/01/2022,07/12/2026,1
51,AB,C,17/12/2021,26/11/2031,1
-20,B,C,18/12/2021,02/12/2024,1
-18,B,C,17/12/2021,04/12/2024,1
50,AB,C,17/12/2021,10/12/2031,1
63,B,C,31/01/2022,03/12/2026,1
52,B,C,18/12/2021,07/12/2031,1
50,B,C,17/12/2021,03/12/2031,1
46,AD,C,27/01/2022,11/11/2031,1
36,B,C,06/01/2022,17/12/2031,1
50,B,C,26/01/2022,07/01/2032,1
-25,B,C,27/01/2022,14/01/2025,1
-19,B,C,31/01/2022,08/12/2024,1
55,B,C,31/01/2022,03/12/2026,1
-19,B,C,18/12/2021,10/12/2024,1
-21,B,C,18/12/2021,07/12/2024,1
51,B,C,18/12/2021,07/12/2031,1
52,AB,C,17/12/2021,13/12/2031,1
52,AD,C,17/12/2021,13/12/2031,1
44,AD,C,26/01/2022,22/11/2031,1
40,AD,C,26/01/2022,16/07/2031,1
26,AD,C,26/01/2022,31/08/2031,1
52,AB,C,25/01/2022,20/11/2031,1
31,D,C,26/01/2022,20/12/2031,1
33,AB,C,26/01/2022,20/09/2031,1
29,AB,C,25/01/2022,13/12/2031,1
50,AD,C,26/01/2022,17/12/2031,1
45,D,C,26/01/2022,22/12/2026,1
42,D,C,26/01/2022,02/10/2031,1
33,AB,C,31/01/2022,16/11/2025,1
39,AD,C,21/01/2022,20/06/2031,1
56,B,C,06/01/2022,15/12/2026,1
33,B,C,20/01/2022,23/12/2031,1
43,B,C,24/01/2022,22/12/2031,1
51,B,C,20/01/2022,10/12/2031,1
30,B,C,24/01/2022,27/12/2031,1
24,B,C,10/12/2021,04/11/2024,1
26,B,C,26/01/2022,08/11/2031,1
45,AB,C,18/01/2022,30/12/2031,1
26,B,C,18/01/2022,28/12/2031,1
63,B,C,24/01/2022,27/12/2026,1
29,B,C,26/01/2022,03/11/2031,1
49,B,C,06/01/2022,18/12/2031,1
36,B,C,06/01/2022,18/12/2031,1
-23,B,C,25/01/2022,06/01/2025,1
56,B,C,06/01/2022,20/12/2026,1
30,B,C,06/01/2022,15/12/2031,1
39,B,C,20/01/2022,23/12/2031,1
38,B,C,20/01/2022,23/12/2031,1
53,AB,C,25/01/2022,01/12/2031,1
28,B,C,26/01/2022,19/11/2031,1
46,B,C,26/01/2022,20/12/2031,1
41,B,C,27/01/2022,19/10/2031,1
-25,B,C,25/01/2022,18/01/2025,1
35,AB,C,21/01/2022,21/09/2024,1
38,B,C,20/01/2022,14/12/2031,1
45,B,C,24/01/2022,27/12/2031,1
27,B,C,24/01/2022,27/12/2031,1
61,B,C,06/01/2022,20/12/2026,1
51,B,C,25/01/2022,06/01/2032,1
52,B,C,26/01/2022,14/01/2032,1
49,B,C,06/01/2022,14/12/2031,1
47,B,C,24/01/2022,23/12/2031,1
-16,B,C,21/01/2022,13/01/2025,1
72,B,C,25/01/2022,14/01/2027,1
38,B,C,25/01/2022,30/12/2031,1
56,B,C,26/01/2022,16/12/2026,1
28,AB,C,28/01/2022,08/04/2024,1
25,AB,C,28/01/2022,25/11/2031,1
46,AD,C,28/01/2022,27/12/2031,1
35,AB,C,28/01/2022,22/11/2031,1
58,AB,C,28/01/2022,24/11/2026,1
-20,AB,C,26/01/2022,11/01/2025,1
51,AB,C,26/01/2022,11/01/2032,1
35,AB,C,26/01/2022,31/12/2031,1
-17,B,C,26/01/2022,04/01/2025,1
72,AB,C,26/01/2022,08/01/2027,1
-21,B,C,26/01/2022,03/01/2025,1
63,B,C,26/01/2022,31/12/2026,1
52,D,C,26/01/2022,12/01/2032,1
29,AB,C,27/01/2022,18/09/2025,1
41,AD,C,26/01/2022,07/01/2027,1
35,AB,C,26/01/2022,12/01/2027,1
50,AE,C,26/01/2022,11/01/2032,1
72,B,C,27/01/2022,13/01/2027,1
-11,B,C,27/01/2022,12/01/2025,1
-7,B,C,28/01/2022,17/12/2024,1
50,B,C,28/01/2022,13/01/2032,1
-15,B,C,28/01/2022,12/01/2025,1
-11,B,C,27/01/2022,24/01/2025,1
50,B,C,27/01/2022,19/01/2032,1
48,B,C,27/01/2022,24/11/2031,1
67,B,C,28/01/2022,28/12/2026,1
-17,B,C,27/01/2022,18/01/2025,1
50,B,C,28/01/2022,04/01/2032,1
34,B,C,28/01/2022,29/12/2031,1
44,AB,C,28/01/2022,08/10/2031,1
26,AB,C,28/01/2022,04/11/2031,1
51,B,C,28/01/2022,18/01/2032,1
37,AB,C,28/01/2022,16/12/2031,1
30,AB,C,28/01/2022,17/07/2031,1
50,B,C,28/01/2022,17/01/2032,1
38,AB,C,28/01/2022,03/12/2031,1
51,AB,C,28/01/2022,20/11/2025,1
30,AB,C,28/01/2022,19/01/2026,1
-23,B,C,28/01/2022,19/01/2025,1
47,B,C,26/01/2022,30/12/2031,1
-24,B,C,26/01/2022,07/01/2025,1
-22,B,C,26/01/2022,07/01/2025,1
41,B,C,26/01/2022,17/12/2031,1
29,B,C,26/01/2022,29/12/2031,1
47,B,C,26/01/2022,20/12/2031,1
57,B,C,26/01/2022,20/12/2026,1
43,B,C,26/01/2022,29/12/2031,1
37,B,C,26/01/2022,17/09/2031,1
47,B,C,26/01/2022,06/12/2031,1
72,AB,C,26/01/2022,22/12/2026,1
43,AB,C,26/01/2022,22/12/2031,1
28,B,C,26/01/2022,30/12/2031,1
34,AD,C,26/01/2022,21/12/2031,1
40,B,C,26/01/2022,13/10/2031,1
34,B,C,26/01/2022,07/12/2031,1
-19,B,C,26/01/2022,04/01/2025,1
32,B,C,26/01/2022,18/12/2031,1
-23,B,C,26/01/2022,06/01/2025,1
27,B,C,26/01/2022,29/12/2031,1
-18,B,C,26/01/2022,06/01/2025,1
64,B,C,26/01/2022,21/12/2026,1
42,B,C,26/01/2022,22/12/2031,1
48,D,C,26/01/2022,20/12/2031,1
29,AB,C,26/01/2022,20/12/2031,1
49,B,C,26/01/2022,18/11/2031,1
54,AB,C,26/01/2022,23/12/2026,1
-24,B,C,26/01/2022,05/01/2025,1
50,B,C,26/01/2022,04/01/2032,1
42,AB,C,26/01/2022,17/12/2031,1
42,B,C,26/01/2022,28/12/2031,1
26,B,C,26/01/2022,22/12/2031,1
42,D,C,26/01/2022,24/11/2031,1
28,B,C,26/01/2022,04/11/2025,1
27,B,C,26/01/2022,29/12/2031,1
72,B,C,26/01/2022,22/12/2026,1
50,B,C,26/01/2022,18/12/2024,1
55,B,C,26/01/2022,21/12/2026,1
72,B,C,26/01/2022,04/01/2027,1
44,D,C,26/01/2022,27/12/2031,1
39,AE,C,26/01/2022,15/12/2031,1
39,B,C,26/01/2022,22/12/2031,1
50,B,C,26/01/2022,06/01/2032,1
-24,B,C,26/01/2022,03/01/2025,1
50,AB,C,26/01/2022,06/12/2031,1
46,B,C,26/01/2022,28/12/2031,1
40,AD,C,26/01/2022,23/12/2031,1
51,B,C,27/01/2022,11/01/2032,1
51,B,C,27/01/2022,18/01/2032,1
-13,B,C,27/01/2022,13/01/2025,1
37,B,C,27/01/2022,29/12/2031,1
-18,B,C,27/01/2022,13/01/2025,1
-20,B,C,27/01/2022,17/01/2025,1
51,B,C,27/01/2022,11/01/2032,1
63,B,C,27/01/2022,18/06/2026,1
46,B,C,27/01/2022,30/12/2031,1
-22,B,C,27/01/2022,13/01/2025,1
50,B,C,27/01/2022,20/01/2032,1
-15,B,C,27/01/2022,12/01/2025,1
-16,B,C,27/01/2022,13/01/2025,1
23,AB,C,20/01/2022,11/12/2024,1
45,AB,C,20/01/2022,12/11/2025,1
30,AB,C,26/01/2022,07/11/2024,1
42,B,C,20/01/2022,15/01/2025,1
28,B,C,20/01/2022,13/03/2025,1
36,AB,C,21/01/2022,27/08/2025,1
44,B,C,18/01/2022,10/01/2025,1
26,B,C,20/01/2022,12/06/2024,1
51,B,C,27/01/2022,12/01/2032,1
-18,B,C,27/01/2022,17/07/2023,1
-25,B,C,27/01/2022,11/01/2025,1
51,B,C,27/01/2022,11/01/2032,1
51,B,C,27/01/2022,13/01/2032,1
68,B,C,27/01/2022,25/11/2026,1
-25,B,C,27/01/2022,20/01/2025,1
-23,B,C,27/01/2022,12/01/2025,1
-21,B,C,27/01/2022,12/01/2025,1
72,B,C,27/01/2022,12/01/2027,1
-22,B,C,27/01/2022,11/01/2025,1
50,B,C,27/01/2022,14/01/2032,1
-21,B,C,27/01/2022,04/01/2025,1
37,AB,C,26/01/2022,18/11/2031,1
32,D,C,25/01/2022,05/11/2031,1
37,AE,C,26/01/2022,27/12/2031,1
32,AB,C,26/01/2022,17/12/2031,1
-18,B,C,27/01/2022,14/01/2025,1
62,B,C,27/01/2022,29/10/2026,1
-19,B,C,27/01/2022,13/01/2025,1
51,B,C,27/01/2022,14/01/2032,1
51,B,C,27/01/2022,08/01/2032,1
-17,B,C,27/01/2022,17/01/2025,1
-25,B,C,27/01/2022,11/01/2025,1
52,B,C,27/01/2022,11/01/2032,1
50,B,C,27/01/2022,12/01/2032,1
-25,B,C,27/01/2022,17/01/2025,1
38,B,C,27/01/2022,06/11/2031,1
-19,B,C,27/01/2022,05/01/2025,1
51,B,C,27/01/2022,11/01/2032,1
72,B,C,27/01/2022,06/01/2027,1
39,B,C,27/01/2022,22/12/2031,1
65,B,C,27/01/2022,30/12/2026,1
50,B,C,27/01/2022,06/01/2032,1
-23,B,C,27/01/2022,12/01/2025,1
41,B,C,27/01/2022,19/11/2024,1
47,B,C,27/01/2022,13/02/2024,1
72,B,C,27/01/2022,17/01/2027,1
50,B,C,27/01/2022,13/01/2032,1
43,B,C,27/01/2022,19/08/2031,1
52,B,C,27/01/2022,04/01/2032,1
-21,B,C,27/01/2022,07/01/2025,1
31,AB,C,27/01/2022,19/02/2024,1
36,AB,C,27/01/2022,28/06/2022,1
45,AB,C,27/01/2022,11/02/2024,1
52,B,C,27/01/2022,17/01/2032,1
51,B,C,27/01/2022,14/01/2032,1
-23,B,C,27/01/2022,05/01/2025,1
72,B,C,27/01/2022,07/01/2027,1
-18,B,C,27/01/2022,07/01/2025,1
32,B,C,27/01/2022,22/12/2031,1
50,B,C,27/01/2022,04/01/2032,1
-17,B,C,27/01/2022,13/12/2024,1
51,B,C,27/01/2022,17/01/2032,1
-20,B,C,27/01/2022,17/01/2025,1
-16,B,C,27/01/2022,04/01/2025,1
38,B,C,27/01/2022,13/11/2024,1
40,B,C,27/01/2022,25/07/2023,1
40,B,C,27/01/2022,14/11/2023,1
43,D,C,27/01/2022,15/01/2026,1
72,B,C,27/01/2022,13/01/2027,1
26,B,C,27/01/2022,11/12/2031,1
30,B,C,27/01/2022,23/10/2024,1
51,AE,C,26/01/2022,15/12/2031,1
55,D,C,26/01/2022,26/11/2026,1
71,B,C,27/01/2022,21/12/2026,1
50,B,C,27/01/2022,06/01/2032,1
52,B,C,27/01/2022,04/01/2032,1
52,B,C,27/01/2022,08/01/2032,1
41,AB,C,27/01/2022,14/08/2024,1
72,B,C,27/01/2022,14/01/2027,1
72,B,C,27/01/2022,17/01/2027,1
51,B,C,27/01/2022,13/01/2032,1
35,AE,C,26/01/2022,16/12/2031,1
28,AB,C,26/01/2022,19/11/2031,1
42,AD,C,26/01/2022,24/11/2031,1
55,AB,C,26/01/2022,06/11/2026,1
43,B,C,25/01/2022,23/08/2023,1
31,AB,C,26/01/2022,01/12/2031,1
-22,B,C,27/01/2022,05/01/2025,1
36,B,C,27/01/2022,15/08/2023,1
32,B,C,27/01/2022,26/09/2023,1
72,B,C,27/01/2022,14/01/2027,1
-22,B,C,27/01/2022,30/12/2024,1
50,B,C,27/01/2022,27/12/2031,1
52,B,C,27/01/2022,26/05/2031,1
36,B,C,27/01/2022,06/11/2031,1
51,B,C,27/01/2022,06/01/2032,1
51,B,C,27/01/2022,19/01/2032,1
50,B,C,27/01/2022,12/01/2032,1
-23,B,C,27/01/2022,17/01/2025,1
32,B,C,27/01/2022,30/08/2031,1
-14,B,C,27/01/2022,12/01/2025,1
-21,B,C,27/01/2022,12/01/2025,1
52,B,C,27/01/2022,04/01/2032,1
37,B,C,27/01/2022,28/12/2031,1
51,B,C,27/01/2022,05/01/2032,1
50,B,C,27/01/2022,06/01/2032,1
50,B,C,26/01/2022,07/01/2032,1
-22,B,C,26/01/2022,12/01/2025,1
32,B,C,26/01/2022,31/12/2031,1
-23,B,C,26/01/2022,12/01/2025,1
-23,B,C,26/01/2022,11/01/2025,1
56,AD,C,27/01/2022,08/11/2026,1
34,AD,C,28/01/2022,06/09/2031,1
36,B,C,31/01/2022,28/10/2031,1
26,B,C,28/01/2022,16/12/2031,1
33,AD,C,31/01/2022,17/12/2031,1
33,AB,C,28/01/2022,04/12/2031,1
38,B,C,31/01/2022,07/12/2031,1
54,B,C,28/01/2022,21/12/2026,1
48,AB,C,31/01/2022,25/08/2025,1
36,B,C,28/01/2022,20/12/2031,1
51,B,C,27/01/2022,13/01/2032,1
-16,B,C,25/01/2022,06/01/2025,1
-21,B,C,25/01/2022,06/01/2025,1
51,B,C,25/01/2022,06/01/2032,1
-9,B,C,25/01/2022,11/01/2023,1
37,B,C,27/01/2022,30/12/2031,1
53,B,C,26/01/2022,23/12/2026,1
42,B,C,26/01/2022,27/12/2031,1
33,AB,C,27/01/2022,17/12/2031,1
28,AB,C,27/01/2022,24/11/2031,1
38,AD,C,27/01/2022,30/11/2031,1
62,B,C,26/01/2022,01/09/2026,1
38,B,C,31/01/2022,07/06/2022,1
38,AD,C,28/01/2022,28/12/2031,1
62,B,C,28/01/2022,29/12/2026,1
34,B,C,31/01/2022,16/09/2031,1
37,B,C,28/01/2022,09/12/2031,1
38,B,C,31/01/2022,29/12/2031,1
41,B,C,27/01/2022,01/12/2031,1
28,AC,C,31/01/2022,01/12/2031,1
57,B,C,28/01/2022,22/12/2026,1
-22,B,C,27/01/2022,12/01/2025,1
51,B,C,26/01/2022,05/01/2032,1
-15,B,C,25/01/2022,12/01/2025,1
-22,B,C,27/01/2022,14/01/2025,1
-18,B,C,27/01/2022,13/01/2025,1
28,B,C,27/01/2022,30/12/2031,1
51,B,C,27/01/2022,29/12/2031,1
51,B,C,31/01/2022,03/01/2032,1
51,B,C,27/01/2022,08/01/2032,1
32,D,C,27/01/2022,01/12/2031,1
39,AB,C,27/01/2022,06/08/2031,1
27,B,C,26/01/2022,28/12/2031,1
32,AB,C,31/01/2022,23/12/2031,1
44,E,C,27/01/2022,21/10/2031,1
45,AD,C,28/01/2022,30/10/2031,1
43,B,C,28/01/2022,20/12/2031,1
40,D,C,28/01/2022,28/12/2031,1
48,AD,C,28/01/2022,30/12/2031,1
41,AD,C,27/01/2022,10/11/2031,1
52,B,C,31/01/2022,24/05/2024,1
47,B,C,28/01/2022,16/12/2031,1
31,B,C,31/01/2022,10/09/2031,1
-13,B,C,25/01/2022,07/01/2025,1
-16,B,C,26/01/2022,07/01/2025,1
-23,B,C,25/01/2022,11/01/2025,1
26,B,C,27/01/2022,28/12/2031,1
-23,B,C,27/01/2022,04/01/2025,1
-25,B,C,27/01/2022,07/01/2025,1
54,B,C,27/01/2022,02/12/2025,1
54,B,C,26/01/2022,09/08/2026,1
72,B,C,26/01/2022,11/01/2027,1
-20,B,C,27/01/2022,04/01/2025,1
40,B,C,27/01/2022,12/11/2031,1
40,B,C,28/01/2022,20/12/2031,1
-20,B,C,27/01/2022,18/01/2025,1
52,B,C,27/01/2022,19/01/2032,1
-20,B,C,25/01/2022,11/01/2025,1
-18,B,C,27/01/2022,13/01/2025,1
38,B,C,27/01/2022,24/09/2031,1
41,E,C,27/01/2022,28/12/2031,1
51,AE,C,27/01/2022,23/12/2031,1
-23,B,C,27/01/2022,04/01/2025,1
51,B,C,27/01/2022,04/01/2032,1
72,B,C,27/01/2022,12/01/2027,1
-22,B,C,25/01/2022,29/11/2024,1
-25,B,C,27/01/2022,14/01/2025,1
-25,B,C,25/01/2022,11/01/2025,1
-19,B,C,25/01/2022,11/01/2025,1
51,B,C,25/01/2022,11/01/2032,1
-10,B,C,26/01/2022,22/12/2024,1
47,B,C,27/01/2022,18/12/2031,1
40,B,C,27/01/2022,08/01/2028,1
43,B,C,31/01/2022,05/11/2031,1
43,AB,C,27/01/2022,11/11/2031,1
44,AD,C,27/01/2022,12/11/2031,1
-24,B,C,25/01/2022,12/01/2025,1
-17,B,C,27/01/2022,05/01/2025,1
50,B,C,27/01/2022,06/01/2032,1
72,B,C,26/01/2022,12/01/2027,1
-20,B,C,26/01/2022,17/01/2025,1
-19,B,C,26/01/2022,18/01/2025,1
51,B,C,27/01/2022,17/01/2032,1
72,B,C,27/01/2022,04/01/2027,1
51,D,C,27/01/2022,17/12/2031,1
32,B,C,27/01/2022,08/01/2028,1
47,D,C,27/01/2022,30/12/2031,1
52,B,C,26/01/2022,13/01/2032,1
-21,B,C,27/01/2022,12/01/2025,1
37,B,C,24/01/2022,13/12/2031,1
26,B,C,24/01/2022,17/12/2031,1
31,B,C,24/01/2022,08/12/2031,1
-22,B,C,27/01/2022,04/01/2025,1
-24,B,C,27/01/2022,12/01/2025,1
-18,B,C,27/01/2022,11/01/2025,1
50,B,C,26/01/2022,15/01/2032,1
42,B,C,27/01/2022,08/12/2031,1
55,B,C,26/01/2022,29/12/2026,1
34,B,C,26/01/2022,29/12/2031,1
49,AD,C,27/01/2022,06/11/2031,1
51,B,C,26/01/2022,08/01/2032,1
65,B,C,27/01/2022,26/11/2026,1
65,AB,C,27/01/2022,18/01/2025,1
43,B,C,24/01/2022,10/12/2031,1
51,B,C,27/01/2022,12/01/2032,1
-22,B,C,27/01/2022,11/01/2025,1
44,B,C,27/01/2022,30/12/2031,1
52,B,C,27/01/2022,11/01/2032,1
55,AD,C,27/01/2022,31/12/2026,1
50,B,C,27/01/2022,15/01/2032,1
31,B,C,27/01/2022,07/12/2031,1
27,B,C,26/01/2022,27/12/2031,1
38,B,C,27/01/2022,05/05/2031,1
56,B,C,24/01/2022,07/12/2026,1
50,B,C,27/01/2022,12/01/2032,1
50,B,C,27/01/2022,06/01/2032,1
-22,B,C,26/01/2022,18/01/2025,1
51,B,C,26/01/2022,18/01/2032,1
56,B,C,26/01/2022,18/02/2024,1
24,D,C,27/01/2022,15/10/2031,1
26,B,C,26/01/2022,09/12/2031,1
52,B,C,24/01/2022,20/12/2031,1
54,B,C,24/01/2022,20/12/2026,1
57,B,C,24/01/2022,09/12/2026,1
51,B,C,27/01/2022,13/01/2032,1
69,B,C,27/01/2022,28/12/2026,1
